,basin_id,NSE_CNN_Transformer_135,NSE_CNN_LSTM_135,NSE_LSTM_135,NSE_CNN_Transformer_5_19196745_135,NSE_CNN_Transformer_7_19196745_135,NSE_CNN_Transformer_4_19196745_135,NSE_CNN_Transformer_8_19196745_135,NSE_CNN_Transformer_1_19196745_135,NSE_CNN_Transformer_2_19196745_135,NSE_CNN_Transformer_6_19196745_135,NSE_CNN_Transformer_3_19196745_135,NSE_CNN_LSTM_2_19196063_135,NSE_CNN_LSTM_8_19196063_135,NSE_CNN_LSTM_4_19196063_135,NSE_CNN_LSTM_7_19196063_135,NSE_CNN_LSTM_6_19196063_135,NSE_CNN_LSTM_1_19196063_135,NSE_CNN_LSTM_3_19196063_135,NSE_CNN_LSTM_5_19196063_135,NSE_LSTM_5_19196755_135,NSE_LSTM_2_19196755_135,NSE_LSTM_1_19196755_135,NSE_LSTM_3_19196755_135,NSE_LSTM_6_19196755_135,NSE_LSTM_8_19196755_135,NSE_LSTM_7_19196755_135,NSE_LSTM_4_19196755_135,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99,mann_whitney_test_res,label
11,6350000,0.129920179,0.231029178,0.227612133,0.140699468,0.156333699,0.096366064,0.092158593,0.04787929,0.136845683,0.183001435,0.186077203,0.33426764,0.27127943,0.239150702,0.328457598,0.137938308,0.102827344,0.184093536,0.250218869,0.14123555,0.208099016,0.283601432,0.297965176,0.225327682,0.168133814,0.278714548,0.217819845,1.077960301,2.174678713,0.771483147,0.164913328,2.017401486,24.05,1.541666667,jja,302.35,8.283561644,djf,Unconsolidated sediments,0.986190485,Siliciclastic sedimentary rocks,0.013778058,0,0.2194,-13.0304,0.04480316,0.041562904,0.341745322,0.252460652,1.861888413,0.001532115,0.101054384,27.85,10.71153846,223.95,46.65625,0.001368925,201.8,10,"CANNONBALL RIVER AT REGENT, ND",1.410562837,1.492867458,0.451919736,0.863426101,0.397100676,16.92900248,23.65645651,17.80665044,0,0,41.60931546,46.42667,-102.55183,833.77,7.61453,1501.05,1506.19,0,1.372987574,1.190109545,0.503756354,0.370441094,0.589866321,    Croplands,0.155391979,1.5,0.959129759,0.003417045
12,6441500,0.145517107,0.202757937,0.249909654,0.158123208,0.181198094,0.124409613,0.12730002,0.101412082,0.153814245,0.158034094,0.159845498,0.219653381,0.199514472,0.279448834,0.213700027,0.221191909,0.081027939,0.223344351,0.184182583,0.166652321,0.213071016,0.265387483,0.31769074,0.309428668,0.222784423,0.256668457,0.247594121,1.309505818,2.335091075,0.682999423,0.131508247,1.783184956,23.05,1.414110429,jja,291.05,7.240049751,djf,Siliciclastic sedimentary rocks,0.528819029,Unconsolidated sediments,0.471180971,0,0.1525,-15.0168,0.060235298,0.045998496,0.329121801,0.260107644,1.967872172,0,0.276691667,109.8,18.14876033,263.95,40.60769231,0.263791923,222.85,10,BAD R NEAR FORT PIERRE SD,11.90347839,1.500000015,0.45987561,0.511619909,0.348422885,9.006174304,15.63308232,24.28185127,0,0,51.45305697,44.32665,-100.3843,683.42,12.47192,8152.55,8143.02,0.0005,1.064739185,0.869384474,0.439278271,0.28950647,0.991371661,    Grasslands,,,0.13038073,-0.047151717
13,6352000,0.145995088,0.186808182,0.19636695,0.146518424,0.1766813,0.107883193,0.128667574,0.086203528,0.137554073,0.205698457,0.178754158,0.286735147,0.268496197,0.139451998,0.246240288,0.146722806,0.087413747,0.140388588,0.179016684,0.162240756,0.185182341,0.242701028,0.246590983,0.172616497,0.145294385,0.237262083,0.179047528,1.095667351,2.334641492,0.751851497,0.168403956,2.130794068,24.15,1.468085106,jja,301.65,8.011952191,djf,Unconsolidated sediments,0.99866778,Mixed sedimentary rocks,0.000828,0,0.2206,-12.9728,0.052164786,0.047610057,0.364716097,0.236326012,1.940234969,0.000407245,0.13574835,38.05,15.85416667,253.65,58.98837209,0.020944559,198.5,10,"CEDAR CREEK NR HAYNES, ND",1.52917342,1.493718648,0.448029904,0.966925684,0.383676797,18.64187107,22.47784867,16.08890617,0,0,42.74058174,46.15417,-102.47405,840.97,7.25043,1441.83,1443.13,0,1.327413869,1.145450322,0.499443683,0.367105674,0.667461296,    Croplands,0.160047678,1.5,0.645376845,-0.009558768
14,6464500,0.157417025,0.56123916,0.429682699,0.124662232,0.179143828,0.068239522,0.057554346,-0.018725771,0.273520694,0.30488713,0.270054219,0.605709318,0.594169143,0.701504205,0.674725608,0.459120985,0.452046489,0.512389402,0.490248129,0.406099705,0.351818176,0.468864476,0.429211577,0.559014907,0.417350537,0.254590528,0.550511683,1.546439425,2.40168104,0.733348152,0.131171471,1.553039195,25.15,1.416901408,jja,290.7,7.213399504,djf,Siliciclastic sedimentary rocks,0.793660427,Unconsolidated sediments,0.206339573,0,0.1892,-14.8514,0.084501854,0.054642848,1.264539015,0.63029096,1.908287211,0.015952058,0.256072511,7.95,4.818181818,22.2,16.44444444,0,196,10,KEYA PAHA R AT WEWELA SD,30.03059924,1.500000015,0.405836407,2.986246535,0.51124109,58.98356138,14.54611545,6.890572577,0.051290722,0,19.51171544,43.02889,-99.78067,768.53,9.07924,2914.04,2924.68,0.0109,1.296177599,1.052432688,0.530486157,0.337521488,0.646557355,    Croplands,0.158793441,1.5,0.020668221,0.131556461
15,6354000,0.18385693,0.18494631,0.14459265,0.156778805,0.222335581,0.133242766,0.202224399,0.13820544,0.156339257,0.228516095,0.2332131,0.198325205,0.243930426,0.206959303,0.216940063,0.181487761,0.15069469,0.140657562,0.14057547,0.122878654,0.098447773,0.125023614,0.137633643,0.186302079,0.182262551,0.159900561,0.144292327,1.138187543,2.640713333,0.787551447,0.1592635,2.320103879,22.65,1.442675159,jja,296.75,7.913333333,djf,Unconsolidated sediments,0.972454321,Siliciclastic sedimentary rocks,0.027205088,0,0.2176,-13.0703,0.049805679,0.043758763,0.575861415,0.304447951,2.27063246,0.000113116,0.161593903,45.5,11.09756098,227.8,41.04504505,0.014373717,202.1,10,"CANNONBALL RIVER AT BREIEN, ND",2.142412278,1.48044956,0.445902303,1.028325205,0.379580133,20.05646316,22.34388214,15.43917707,0,0,42.16512957,46.37611,-100.93444,743.88,9.74186,10598.19,10626.74,0.0001,1.265671814,1.078568941,0.495896608,0.354507861,0.606339722,    Grasslands,0.143619617,1.5,0.04988345,0.04035366
16,8079600,0.198656559,0.341810435,0.128726676,0.215207543,0.190729056,0.176063711,0.220726749,0.193940336,0.169637469,0.165654207,0.257293397,0.272736071,0.298509155,0.351378157,0.400101662,0.313314419,0.280144142,0.431600026,0.386699851,0.136725328,0.081848445,0.133121419,0.145140889,0.105542492,0.174572345,0.137912646,0.114949842,1.37242026,3.580756372,0.568760374,0.035721802,2.609081545,25.15,1.416901408,jja,308.55,9.321752266,djf,Unconsolidated sediments,0.862654504,Mixed sedimentary rocks,0.131013799,0.003292132,0.2054,-13.4623,0.021944875,0.015989909,0.01008795,0.040180985,1.980962383,0,0.052453493,160.7,14.47747748,315.25,23.5261194,0.560027379,241.05,12,"DMF Brazos Rv at Justiceburg, TX",41.06247481,1.500000015,0.430303976,1.332625764,0.642046512,44.75446206,25.32992446,30.12077803,0,0,0,33.03843,-101.19763,952.69,5.15091,3348.95,3512.25,0,0.768546451,0.545950022,0.349582532,0.188481952,0.882353263,    Grasslands,0.129306249,1.679795552,0.0001554,0.213083759
17,6847900,0.20139082,0.418233458,0.225837075,0.226987036,0.210126828,0.17545769,0.176140542,0.162080702,0.27261178,0.207112686,0.180609299,0.345204373,0.334405768,0.441065039,0.488756864,0.459693765,0.433001717,0.393300587,0.450439553,0.20866542,0.344469231,0.079728153,0.096457484,0.282531061,0.188256,0.299879029,0.30671022,1.575601643,3.305606831,0.804810475,0.102382585,2.097996563,24.65,1.325268817,jja,297.3,7.36802974,djf,Unconsolidated sediments,0.885004736,Mixed sedimentary rocks,0.114995264,0,0.1723,-13.6252,0.012180734,0.007730846,1.505600964,0.452948639,1.235877174,0,0.022296759,7.6,3.102040816,130.6,25.86138614,0.134017796,204.65,10,"PRAIRIE DOG C AB KEITH SEBELIUS LAKE, KS",41.14765101,1.500000015,0.474609751,0.847090362,0.692591198,17.5606333,67.77490047,14.74094453,0,0,0,39.76985,-100.10078,885.8,6.55023,1536.19,1539.16,0.001,0.922368767,0.659688667,0.418650602,0.213876991,0.564612419,    Grasslands,0.146123255,1.5,0.0003108,0.192396383
18,5057200,0.228020846,0.222107593,0.262633884,0.189357109,0.282032391,0.148377605,0.220337447,0.177793765,0.266906685,0.25137089,0.287990877,0.26225187,0.262562173,0.229216264,0.206878604,0.225450033,0.245969427,0.144964932,0.199567442,0.178094235,0.244878567,0.331735698,0.21649689,0.332077668,0.270544118,0.245162609,0.282081288,1.451779603,2.038250732,0.916413869,0.141789208,1.403967054,24.85,1.44057971,jja,296.85,7.402743142,djf,Unconsolidated sediments,0.998473905,Water bodies,0.001526095,0,0.1707,-13.5073,0.063087888,0.043455555,0.790821925,0.393806329,3.011541873,0.000606057,0.241133396,43.4,17.01960784,200.35,45.02247191,0.021629021,207.95,9,"BALDHILL CREEK NR DAZEY, ND",48.83572519,1.500000015,0.435048165,1.713666207,0.61020304,42.27701448,36.23527503,16.49996451,0,0,4.965639759,47.22916,-98.12482,447.5,2.33897,1897.33,1900.4,0.0165,2.069406556,1.879293815,0.674540246,0.544824416,1,    Croplands,0.18,1.5,0.160528361,-0.040526291
19,5056000,0.240485945,0.279736128,0.326324016,0.239466275,0.248075036,0.203906786,0.244598473,0.211503197,0.241961529,0.211532593,0.322843671,0.300285313,0.345376977,0.278043515,0.249865253,0.244705706,0.288206208,0.236779481,0.294626572,0.223031819,0.311522431,0.346271274,0.263263991,0.47951222,0.287983787,0.240499366,0.458507244,1.300759754,2.04017577,0.881202912,0.165918933,1.568449335,24.3,1.459459459,jja,296.4,7.851655629,djf,Unconsolidated sediments,0.98486429,Siliciclastic sedimentary rocks,0.010946697,0,0.1698,-13.5543,0.058622022,0.045067524,1.196533848,0.452930853,2.186267237,0.001006403,0.226843217,40.9,15.43396226,178.6,47.62666667,0,217.6,9,"SHEYENNE RIVER NR WARWICK, ND",41.48720835,1.500000015,0.431304967,1.819195036,0.616398512,45.5814199,34.06692388,15.82154216,0.368617398,0,4.507753743,47.80555,-98.71622,493.5,4.38699,4862.02,5648.1,0.0042,1.819812188,1.614481985,0.625342946,0.471967523,1,    Croplands,0.18,1.5,0.505361305,-0.046587888
20,8190500,0.285181739,0.51188902,0.625683029,0.276923267,0.238549325,0.210684519,0.295433719,0.315003322,0.358141672,0.281108716,0.30560937,0.442878617,0.569393874,0.359816763,0.540955218,0.567888358,0.483924499,0.562480125,0.567774707,0.60795763,0.726962733,0.670575679,0.650172777,0.567355863,0.635882589,0.549123644,0.597433321,1.826854209,4.206361314,0.414786097,0.004490763,2.302516146,24.55,1.398860399,jja,315.25,10.50833333,djf,Carbonate sedimentary rocks,0.977785639,Unconsolidated sediments,0.021340207,0.977785639,0.0635,-11.8297,0.050058278,0.027401353,0.114493434,0.143706836,1.934031679,0,0.09519273,63.5,32.56410256,303.05,163.8108108,0.080355921,159.7,12,"W Nueces Rv nr Brackettville, TX",1.739236393,0.800000012,0.445772745,0.785347278,0.114895782,9.356544888,8.746480423,13.41875201,0,0,68.47822268,29.47273,-100.23646,590.4,13.29277,1799.09,1800.66,0.1388,1.035223363,0.528285842,0.443986964,0.117307972,0.8595052,    Grasslands,0.126878888,1.61623569,0.006993007,-0.113794009
21,8086212,0.295581659,0.247782806,0.158784512,0.351671532,0.254247448,0.232425572,0.313079247,0.310974135,0.351739205,0.252203588,0.298312548,0.272367871,0.090617992,0.314615408,0.153707982,0.33685362,0.262407758,0.285856678,0.265835136,0.002572407,0.390024403,0.228993745,0.226664023,0.171200094,0.050777594,0.027970032,0.172073799,1.908219028,3.261216099,0.305190847,0.013186231,1.709036568,25.45,1.425770308,jja,305.25,9.111940299,djf,Siliciclastic sedimentary rocks,0.515138271,Mixed sedimentary rocks,0.348853577,0.004929139,0.1434,-15.8201,0.089600904,0.046955251,0.151930632,0.124925618,3.038459667,0,0.16950442,83.55,13.26190476,294.8,46.0625,0.270499658,219.15,12,"Hubbard Ck bl Albany, TX",1.330049261,1.482476644,0.4562139,0.569275874,0.692469637,21.5530206,29.84706653,47.33283035,0,0,1.334126281,32.7329,-99.14063,507.6,10.25442,1584.82,1590.1,0.0038,1.258478541,0.933278039,0.491796078,0.239248988,1,    Grasslands,0.12,1.5,0.104895105,0.088998294
22,8164000,0.31029444,0.60381244,0.629541344,0.338524611,0.243059001,0.282246204,0.37813217,0.274912983,0.297415152,0.309033148,0.35903225,0.559850703,0.593472693,0.580230214,0.559300769,0.644522825,0.639902851,0.635730612,0.617488855,0.642386461,0.630923465,0.650960144,0.576633945,0.657827456,0.589691696,0.645632855,0.64227473,2.933000684,4.7439059,0.095341135,0.001380127,1.617424069,23.75,1.503164557,mam,280.05,7.29296875,mam,Unconsolidated sediments,0.865545353,Siliciclastic sedimentary rocks,0.134454647,0,0.2061,-13.4365,0.608924865,0.207611566,0.473714609,0.189173447,3.175790354,0.003570802,2.232327405,39.1,3.91,234,26.59090909,0.00109514,182.85,12,"Lavaca Rv nr Edna, TX",39.28859527,1.500000015,0.427897262,1.205183472,0.679484215,45.07884186,19.83318618,34.57830886,0,0,0.433653453,28.95998,-96.68637,73.09,4.02264,2124,2120.71,0.074,1.553229836,1.023617351,0.582446894,0.213788703,0.624900568,    cropland/natural vegetation mosaic,0.172929056,1.543336014,0.104895105,-0.025728904
23,7148400,0.31181239,0.50818031,0.548310764,0.336979113,0.302412074,0.336674866,0.299108272,0.246403735,0.302894559,0.306533189,0.363493314,0.497413044,0.52774115,0.509062191,0.469595985,0.541328177,0.467111328,0.541129136,0.512061466,0.469491343,0.447185328,0.662505248,0.612349709,0.589920523,0.558965287,0.507328528,0.538740146,1.909582478,3.200512471,0.56707562,0.079878132,1.676027356,26.05,1.286419753,jja,302.25,7.75,djf,Siliciclastic sedimentary rocks,0.635407556,Unconsolidated sediments,0.352252051,0,0.205,-14.0603,0.118952797,0.062292568,1.445172164,0.536771083,1.300259155,0.00249994,0.399990343,13.75,2.75,82.35,14.97272727,0,203.9,11,"Salt Fork Arkansas River nr Alva, OK",12.85876452,1.500000015,0.440312824,1.074450479,0.527906714,29.20863287,27.34185291,22.62557633,0,0,20.73653705,36.81503,-98.64814,545.41,9.72975,2544.5,2560.49,0.0005,0.963708628,0.70073616,0.425835705,0.232503106,0.997961862,    Grasslands,0.120122288,1.5,0.328205128,-0.040130454
