basin_id,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,elev_mean,slope_mean,area_gages2,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,carbonate_rocks_frac,geol_permeability,std,label
2051500,3.19027378507871,2.9769690349076,0.933139045567573,0.120039306078787,0.0525514965704711,23.25,1.15960099750623,260.85,4.61273209549072,113.4,6.85615,1428.71,0.9081,4.9075760119925,3.67203923667903,0.854645475160068,0.32552022781499,1.09669811320755,1.50000001490116,0.451511688872732,0.730584077248267,0.671515641963934,27.7843375984398,22.0416443910621,37.9312209121119,0.0,-14.0727,1.3585823169369613,0.04567124319334226
2108000,3.81036824093087,3.20783753593429,0.841870741382891,0.275438917371904,0.0092819261110396,21.2,1.2887537993921,261.05,4.77239488117002,31.61,3.14028,1569.48,0.4232,2.63702849759526,1.98228425819537,0.718475186580843,0.315517396733031,29.437527593819,1.50000001490115,0.409908982925787,2.97238423822289,0.599144559153631,62.1613410504535,18.7036986740296,15.2189938778709,0.0688923543059651,-12.9173,1.552882136233988,0.03398052540652685
2196000,3.32446680355921,3.90583292265572,1.17487499603669,-0.0168230878908123,0.014697822503637,22.45,1.19733333333333,261.5,4.84259259259259,142.19,7.2448,1408.38,0.8727,4.76769504611559,3.23309839543129,0.83135035252581,0.223176768809838,1.31293532338308,1.36878049909613,0.457560711936716,0.75691595421773,0.616410489434797,24.2930917361569,37.5082503325754,32.8072935175685,0.0,-14.0784,1.3339349804783203,-0.012823890089192935
2231000,3.71943189596167,3.40487262149213,0.915428139762131,0.414359340302195,0.0002359180653982,20.9,1.24776119402985,252.65,5.15612244897959,38.71,2.187,1748.37,0.9529,4.25283157719909,2.0681812525432,0.79254602167532,0.0918973629873362,48.9348252846486,1.50000001490116,0.442658190399664,6.20428566037158,0.711252875743009,72.562578177968,9.1845919141168,7.05876221806019,0.0,-13.0101,1.5226966735239655,-0.013003216170016874
2314500,3.65192470910335,3.477918275154,0.952352129956131,0.269695205815501,0.0002496503583007,22.3,1.24929971988796,259.35,5.28207739307536,42.05,1.56449,3322.15,0.9741,4.75816059386786,2.42066748993061,0.82609323932724,0.0938290710834088,49.3554920799792,1.50000001490117,0.460463656953666,6.24414979869381,0.736503071284102,69.0605054656083,9.49681068031532,7.06089810650312,0.0,-11.7986,1.5007057917186302,0.0777964170336013
2315500,3.66727857631759,3.7085363449692,1.01125024123284,0.277035735591472,0.0002426326463345,21.05,1.26047904191617,249.65,5.01809045226131,39.99,2.02123,6136.26,0.9266,4.82020764900772,2.40055537568881,0.827409550313062,0.0887262783100483,49.4829889892367,1.50000001490116,0.445258534567283,5.91993421545963,0.713497754587366,71.2098716747828,9.80137289508379,7.50969085956243,0.0,-12.269,1.541684115759963,0.0536367610260331
2350900,3.63582067077344,3.15648425735797,0.868162800968536,-0.050833314877925,0.001767717746493,22.1,1.23809523809524,269.05,5.29105211406096,139.77,6.74759,1365.12,0.3941,3.23322682360858,2.26498910054355,0.728975208853944,0.258408938930943,1.19663512092534,1.50000001490116,0.406461771336503,2.99152907080936,0.599086313820444,64.5419197352978,16.854671998034,18.6181152415492,0.0101653321950688,-12.5837,1.4058008882622153,0.013317580752240099
2361000,3.9580424366872,3.29058316221766,0.831366316772442,-0.0359430925396891,0.0015124422847458,21.4,1.22285714285714,262.95,5.03735632183908,117.14,8.27039,1781.61,0.4408,2.9741130556848,2.13347315135066,0.718239356657395,0.272116451075977,3.89028850060951,1.50000001490116,0.408211546340427,2.97038735009324,0.613367056800085,63.3599875242765,18.1909773064956,18.4250577705399,0.0,-14.2703,1.558738969793499,0.0864011718063582
2363000,3.96039698836413,4.17131125256673,1.05325583895308,-0.0564163038164559,0.0026556564479946,22.85,1.1994750656168,269.8,5.11469194312796,135.39,7.57689,1292.51,0.635,3.79146086258454,2.76864162044451,0.774037908637042,0.283771536788565,3.62846068660022,1.50000001490116,0.41541645386093,2.62415250186404,0.597949804828862,58.0460992903874,21.6130310794451,16.7061839545114,0.0,-13.169,1.5013353372117162,-0.008306161530004852
2371500,3.96998357289528,3.14758301163587,0.792845349065351,-0.0453165947929238,0.0040171402581935,22.4,1.18832891246684,264.55,4.99150943396226,125.86,7.42604,1292.79,0.6862,4.16548637373976,2.97215669849731,0.792318914072704,0.259565777126578,5.05568181818182,1.50000001490116,0.42060074562203,2.11054998317178,0.555049985901238,50.0424856006001,21.5632807007169,16.6324188273072,0.0119474826491956,-13.1163,1.2517584266003363,0.013813205512956395
2372250,3.98311704312115,3.14445998631075,0.789447046689535,-0.0568992099341427,0.0034759991435446,22.65,1.21774193548387,263.65,4.99337121212121,122.94,7.29973,1145.22,0.7608,4.24444667347131,3.020283295074,0.799280964929441,0.257429146272682,6.17239225484072,1.50000001490116,0.415416334593691,2.54780813067849,0.586147436332373,56.655488319526,23.1052979108792,15.3358264062371,0.0158125726441524,-12.9898,1.4728650637999985,0.012979601715350841
2472000,4.15840246406571,3.16766180698152,0.761749694589318,-0.163583171916359,0.0060147222598053,23.2,1.21148825065274,259.85,4.86155285313377,123.24,6.76654,1927.13,0.6696,4.80920360163545,3.29996244817296,0.829551427193048,0.214407129448968,12.3199255121043,1.50000001490116,0.439656583117679,1.02322193302085,0.645530193149785,37.8146728327072,31.7559482299452,29.0543153151037,0.0965108339582878,-12.0405,1.712085618130495,0.022211118698851173
2479300,4.61856810403833,3.21301212867899,0.695672783490976,0.0100866497787576,0.0007412865485982,20.5,1.19883040935673,247.9,4.7444976076555,65.19,5.84957,1144.2,0.8895,4.63624885415172,2.77027365763764,0.812993083166148,0.148993865172104,34.9230769230769,1.50000001490116,0.425102889962934,2.04044224405252,0.617727034253175,51.6195551821352,30.4556507615305,17.8306531849571,0.0,-12.4162,1.6833991508201793,0.0004952129225612723
2479560,4.64999041752225,3.18509713894593,0.684968538202518,-0.0243605221446677,0.0008881841770739,20.1,1.29260450160772,247.05,4.88241106719368,64.68,6.14661,1454.33,0.8849,4.44717266096067,2.67080037381341,0.803758744759213,0.156628670484991,30.4417571569595,1.50000001490116,0.421029230296843,2.2988267218082,0.626086380931309,54.7379291822674,28.261555104663,16.872730444158,0.0,-12.3745,1.7265802578036202,0.006834056196602933
3069500,4.07351813826146,2.44632761122519,0.600544180286688,0.0685163705935231,0.194644630432116,13.15,1.16371681415929,190.2,2.83457526080477,961.46,63.79304,1856.85,0.9408,4.72559086443894,4.12217042958076,0.875594118763101,0.491650008280562,1.07180756986204,0.979106582033581,0.454406492583119,1.10558296442675,0.40702362735253,27.9227546050133,47.4342533526252,17.6530846074369,0.138111208510196,-14.8012,1.5754596419676516,-0.008323879012931856
3164000,3.7405106091718,2.66829385352498,0.7133501632056,0.101946051614827,0.0839958967122095,19.7,1.17261904761905,235.4,3.96630160067397,766.6,45.80251,2952.74,0.9348,4.62254323382363,3.80942308653144,0.85271196998103,0.411461621039568,1.04469016355678,1.4072564252889,0.438833682541966,1.39994141784153,0.610181699211463,40.9869138355833,37.4551822341376,21.5267562473108,0.0,-14.0123,1.5737414667887752,0.006255136831853414
3182500,3.55233127994524,2.51935242984257,0.709211002944919,0.0375230123779968,0.170253081143655,17.7,1.16447368421053,212.8,3.21936459909228,934.51,59.7077,1364.97,0.9922,4.78690396980826,4.16475595984205,0.874162207075278,0.484089689897908,1.12125603864734,0.920461239121242,0.453842922585503,1.16919141226696,0.385822585378701,30.0353725331491,48.0109382584522,16.8959884739487,0.0968108325597525,-14.9304,1.4769197309367839,0.013085428590705939
3213700,3.47541273100616,2.61238295687885,0.751675602029157,0.104807159892182,0.0730954797740182,18.1,1.15286624203822,222.3,3.38613861386139,611.92,37.9826,2425.06,0.9792,5.00692875116005,4.52457059679937,0.880496660789016,0.55014111454159,1.02360455429047,1.03198953341934,0.440136454778298,1.56730563979319,0.428669273106907,39.5370216642964,37.8626652671897,17.4316345004202,0.005269266373538,-15.4761,1.4381351237072095,0.018898038216773827
3237500,3.2265325119781,2.55285919233402,0.791208265485269,0.0606166620277512,0.0787104016916548,20.8,1.13972602739726,239.5,3.73634945397816,272.36,14.22302,1003.21,0.5206,2.99664665053856,2.56978549410498,0.761121099713908,0.444266573370104,4.26030085022891,1.30196742282879,0.470709502595626,0.599793127699567,0.586385256244666,14.542242071876,48.245654852871,30.8067787362505,0.215456675248387,-15.4558,1.2992341205411766,0.010042625752228806
3281500,3.80124161533196,2.6716241889117,0.702829354002637,0.0417899627585112,0.044067880842997,19.5,1.1854103343465,236.5,3.86753883892069,376.49,21.8686,1838.22,0.9654,5.20447362051414,4.70080755334398,0.892178529614233,0.544715297281904,1.09410472354449,1.01292355694894,0.46034508567231,0.887002971795703,0.477285124683607,24.9496483023357,50.4244181673515,24.9362533469653,0.0,-16.1537,1.4622478390486424,0.018687602886268584
3300400,3.45790691307324,2.70082891170431,0.781058883191258,0.0118701193031353,0.0537664078517784,21.45,1.20845070422535,248.5,4.14166666666667,254.43,9.33197,1128.58,0.4901,3.20815408844817,2.66423595871674,0.765662216339916,0.411730711433684,1.22826729745713,0.929417454699127,0.475480234323614,0.450375910869703,0.372513746910195,8.18385824512647,38.3447283126314,33.8875783937168,0.195243528063585,-15.5792,1.326621924193811,-0.0015005502029418194
3604000,4.35018480492813,2.96437063655031,0.681435564114909,-0.134235660399537,0.0255990760932844,21.9,1.25501432664756,249.0,4.62395543175488,269.53,10.29605,1163.03,0.8342,3.98100759231407,3.37221909081378,0.809738429401209,0.424238291811288,1.10992907801418,1.50000001490116,0.471847063449828,0.658551462513373,0.702848331409508,15.9981345712005,55.8626481441208,28.2042850245036,0.219200660617508,-15.3696,1.6184741412397436,-0.005250726700253727
4024430,2.23315400410678,2.01156272416153,0.900772056231798,0.68295473815276,0.1608667587394,22.25,1.33233532934132,261.25,5.10752688172043,343.48,6.93316,1091.25,0.9961,4.8120789076139,4.31575506221106,0.871377271539348,0.536352905800742,34.9542553191489,1.50000001490116,0.462371799101651,1.34770270361987,0.713585480308363,48.4311460332403,21.1102983529349,21.5489243898098,0.0,-13.3583,0.8983081472861293,0.021943826036711855
4027000,2.42342231348392,2.05268680355921,0.847019849630856,0.459768532097639,0.235000084730923,18.95,1.19936708860759,240.2,3.80364212193191,425.75,9.36771,1619.85,0.9959,5.17113174788777,4.65947514146799,0.897480743867357,0.546740232094844,24.2242424242424,1.50000001490116,0.425529500324787,1.53489496011998,0.625443214145906,50.6598490068484,28.3983753479185,20.360848879699,0.0,-13.9437,1.0016529530088643,-0.009179598920228349
4045500,2.56409993155373,2.79321760438056,1.08935598414372,0.143003212563258,0.300079815277018,15.95,1.17279411764706,214.05,3.64340425531915,236.77,6.40846,1909.59,0.982,4.70317769889167,3.91809303027979,0.867085121106002,0.41417489354279,38.2546323968918,1.49451885499169,0.591014023314512,6.22562039282415,0.87126566685175,43.9913199800534,5.52414566788832,3.45528228152203,0.69362956443155,-13.215,0.9664007911769517,0.08367372020495345
4056500,2.3960219028063,2.03515041752225,0.849387234373197,0.208487829079364,0.277927593878514,17.05,1.19230769230769,224.4,3.78096040438079,232.99,4.97773,2945.89,0.9888,4.39800251926104,3.72864217945137,0.826760401129849,0.429199310047094,42.7091867775299,1.49058116218889,0.558548354210077,9.39579109188258,0.861233856232259,54.6612721733517,5.31892750139625,2.47938868813352,0.757852576005605,-12.8981,1.0314033170184609,0.044826297553515526
4059500,2.18302258726899,2.33493660506502,1.06958884378108,0.380564370968015,0.235319790957285,21.45,1.23631123919308,245.45,4.08063175394846,314.09,6.07833,1184.37,0.9954,4.8048535142403,4.11276029534763,0.876828158200188,0.449707172141686,35.5941320293399,1.50000001490115,0.444443220265625,2.46507658338237,0.644228440037302,50.8298083991366,33.4004119071603,12.0129497711906,0.410948191000787,-13.6525,0.8675915862499557,-0.02805134351304206
4074950,2.37189596167009,2.31414663928816,0.975652674773615,0.534512715369945,0.203272983314769,20.9,1.2330383480826,250.15,4.09410801963993,482.31,7.42761,1205.53,0.9667,4.80448882952551,4.25216137640408,0.850047377560946,0.493764059949608,24.2622377622378,1.50000001490116,0.430104886334713,3.77158796686628,0.656354333825635,64.7081157908617,23.0266564521972,7.25852470353954,0.0,-13.4489,0.9348466692205022,0.022005346757874467
4122200,2.63890622861054,2.22766402464066,0.844161873009632,0.176031411122328,0.175430988197981,19.25,1.33680555555556,238.4,4.08919382504288,244.61,6.17213,1048.28,0.7431,3.69559025549975,3.20782518056797,0.793074576360232,0.475676368368808,33.24,1.50000001490116,0.404217369904104,5.2424599879265,0.665865649574325,78.1462991740833,12.0985737074674,6.53756020272672,0.0916450675131171,-15.806,0.9677307674731126,-0.03594875330252523
4122500,2.61393292265572,2.21167838466804,0.846111377036028,0.201226998104088,0.184317913063151,19.6,1.32881355932203,232.75,3.92495784148398,270.61,7.82371,1769.19,0.7555,4.44761896096101,3.87003885952965,0.842021637443536,0.482854035992955,32.0594059405941,1.50000001490116,0.410220088093454,6.29316005452344,0.681099499841079,80.1059127405951,9.40992546222146,5.19335655930482,0.0896177522168549,-15.4606,1.0651945185605864,-0.011599560280321275
4124000,2.47448186173854,2.60474535249829,1.05264273413111,0.243321530728284,0.226973864370005,17.3,1.19310344827586,220.75,3.49287974683544,336.67,9.92703,2243.63,0.7036,3.91092897406717,3.36448937579536,0.807397723765373,0.459024489610168,26.6910246227164,1.50000001490116,0.417925022803239,7.25103413356818,0.695340810912124,80.5813460877854,7.851472656575,4.26865112622064,0.0187746078715571,-16.1341,0.986712414859627,-0.006488225513397117
4185000,2.58798494182067,2.37622570841889,0.918176017959052,0.225802839513107,0.125203448992686,22.45,1.23013698630137,252.0,4.23529411764706,250.64,3.32824,1064.0,0.2041,1.84592525401715,1.60293849593544,0.680043417136934,0.486613921843887,43.7074910820452,1.50000001490116,0.45038929075228,0.867705466597601,0.679545772087166,30.0473220828433,39.7876567960022,28.2739416097819,0.0,-16.4001,1.0197942534637254,0.027102170485620025
5129115,1.97311567419576,1.9006168788501,0.963256692806313,0.759441890994257,0.174442072457906,19.35,1.29,251.5,4.82262703739214,428.21,6.94996,2357.59,0.9664,3.60764066417868,3.00953838092709,0.725760327094818,0.350494083337378,11.1073041168659,1.0278222221607,0.456801164299981,2.78383134115432,0.446884208795466,50.9223947866533,23.9616705471159,9.48429031958333,0.0,-14.0593,0.7255114689057313,-0.06205377918541899
5131500,1.99650239561944,1.92146580424367,0.962415977290882,0.76006319319503,0.17134345141572,18.4,1.36802973977695,245.0,4.989816700611,413.17,5.75333,4383.51,0.9729,4.24841695055185,3.60315712559985,0.841512295703271,0.429902025813771,38.6673314718787,1.45509616786484,0.524667523500124,1.27425679449031,0.767794119426048,35.3005940583479,19.6632310121414,21.1708001427443,0.0,-14.2673,0.7959067699936884,-0.07056321446483005
5291000,1.73521013004791,2.23716446269678,1.28927581965823,0.75120196348746,0.148874500915531,24.25,1.38176638176638,288.1,6.5551763367463,432.13,8.90129,1046.78,0.0059,2.15290652311635,1.91264892176577,0.69275448393126,0.513102972179959,38.6225988700565,1.50000001490116,0.444663198647977,1.10596915919126,0.646622054149042,34.8452394034957,35.893972164257,26.1177052679846,0.0,-13.9127,0.7499887253436732,-0.0893548367174295
5362000,2.35849691991786,2.08166539356605,0.882623749043753,0.623901120098162,0.174430982504896,22.85,1.28732394366197,254.85,4.33787234042553,434.01,5.6153,1477.29,0.9909,4.70499951859757,4.25412218425661,0.876083652593215,0.564946607106424,40.574612017509,1.50000001490116,0.450591355157054,1.83132537871902,0.637769334407012,42.3802087725853,41.0229856263138,10.3164057712506,0.0,-13.6393,0.9240252616435347,0.0075065906983867725
5412500,2.68833812457221,2.27296245037645,0.845489795201318,0.667597526414301,0.123139414745974,21.7,1.2122905027933,256.05,4.33983050847458,327.65,8.01917,3858.21,0.5276,2.55919788007918,2.34062083211968,0.768937628667029,0.583869954785008,24.7033596531971,1.47564116989273,0.455394868909771,0.983183962154769,0.665907077289379,29.4404598548251,49.5666805563428,21.0802110712866,0.701516318337579,-13.2029,1.1438950585300218,-0.009225268812100507
5466500,2.73042984257358,2.44143908281999,0.894159243629859,0.409918998753446,0.107102802145215,22.55,1.26685393258427,259.6,5.05058365758755,222.09,4.95695,1151.57,0.0954,2.53229567437625,2.336498578874,0.759089343319279,0.589845885546495,38.1003271537623,1.50000001490116,0.473261289991788,0.663955267347387,0.677781999421985,15.1990072701406,56.6705447832112,24.5796463002969,0.0330851410052271,-15.5393,0.9731435019861471,0.01949693665587926
5495000,2.72977412731006,2.4957765229295,0.914279499523595,0.488646008005251,0.0965623589589288,23.3,1.18575063613232,265.95,4.94790697674419,236.65,5.82876,1027.55,0.2856,2.04034320888399,1.76264186192161,0.70512027332582,0.468230404465751,35.6748617086663,1.50000001490116,0.460365899283002,0.759646787920797,0.693560439745663,23.3233632699866,45.659641291726,31.1214185773436,0.198942186259665,-15.5626,0.8795092169738746,0.0346425797881752
5514500,2.94821081451061,2.61346919917864,0.886459403213494,0.28403037401739,0.0713893692063958,23.3,1.22955145118734,264.65,4.85596330275229,226.22,7.41926,2407.41,0.2339,2.08120519217942,1.77538361188613,0.679528135747765,0.41806478849526,31.3606019151847,1.38424675453974,0.468088119502655,0.601340615880385,0.66076356006548,16.7158149937107,47.488683200381,35.6092519088476,0.749627204373287,-12.6513,1.2330353399749099,0.009119794028471073
5525500,2.84659000684463,2.46637173169062,0.866430264196892,0.320439505090912,0.0775662992910571,21.8,1.19452054794521,255.4,4.36208368915457,217.33,2.73734,1158.76,0.0268,2.46329095973191,2.34235200134787,0.755668632640496,0.636491624292006,49.2961111111111,1.50000001490117,0.466267916310135,0.63030928375848,0.634479918401463,17.3176318569794,44.6293349983155,28.5465694237906,0.482991084749905,-13.975,1.1102959916045223,-0.07672541508644903
5584500,2.77042710472279,2.50508792607803,0.904224450377187,0.386434451108192,0.0864765586667042,23.25,1.2533692722372,265.3,4.94962686567164,197.83,3.91674,1695.67,0.1497,2.43876788453189,2.24516435574703,0.751303362575985,0.575930425629986,46.1626323751891,1.50000001490117,0.47467921696033,0.622513869091523,0.704146911159709,13.9530058606103,57.5403645542258,27.853471589825,0.538811438135377,-13.6542,1.1171526889835945,-0.00862509883779361
5585000,2.7668076659822,2.51276247775496,0.908181117411695,0.36944037726639,0.0820506908680342,23.0,1.24324324324324,265.55,4.91759259259259,197.96,4.56575,3354.61,0.202,2.35746054825502,2.14754288298977,0.741354839288628,0.554249466470184,43.4108452335006,1.50000001490116,0.474137341394385,0.621748140555193,0.701649421888317,14.1008759262437,56.3656028269419,28.2277700927247,0.444550622703023,-14.085,1.1658316049820459,-0.015036212717360886
6037500,2.40582477754962,2.60378079397673,1.08228197592541,-0.405931800714633,0.648344907835478,14.1,1.34928229665072,223.3,5.26650943396226,2412.29,37.64619,1126.25,0.8534,1.41387036725218,0.863027740983509,0.528578176479727,0.175220757301292,2.38110403397028,1.07888130192213,0.42206978395961,2.51446493618734,0.435956249868439,54.7484698280242,31.2911614378374,14.0199699583633,0.0002329335776292,-12.7442,1.2436500393883423,-0.044794942902356305
6043500,2.19833264887064,2.68993431895962,1.22362478687724,-0.0683381052053208,0.580824120327646,12.05,1.19900497512438,213.75,4.09875359539789,2374.11,116.56357,2120.42,0.7832,1.82321204631187,1.26700960634177,0.608127731901527,0.240699945159824,0.851195499296765,1.48097831926984,0.438594218465787,1.47645126542488,0.638319518893619,41.2797245376281,38.2653662520441,19.3808508264197,0.094635753332044,-14.4232,1.0882543476423798,-0.000816500530414821
6188000,2.2527446954141,2.53167455167693,1.12381778407054,-0.229372987097908,0.621106810157812,10.05,1.28846153846154,209.0,4.28717948717949,2569.59,104.83955,1730.28,0.782,1.3149742171691,1.02679094713805,0.495269283327226,0.275693952888312,0.859673497742272,1.48256366640042,0.42687352689566,1.97891169354471,0.619139531039653,50.1549872873831,30.6461841115004,18.6659220439339,0.0947513107460154,-12.674,0.9903397246639793,-0.0010684286689021105
6191500,2.16386721423682,3.33267828884326,1.54014916761825,-0.24334125717068,0.629262259561398,9.75,1.28289473684211,203.65,4.56103023516237,2547.95,94.05817,6783.59,0.7861,1.32322097420128,0.97831040983476,0.482735406268428,0.237673948113263,2.40618865102365,1.42227773063806,0.425792749032804,2.10271560862708,0.587698909606876,51.3813864990303,31.6294481789233,16.8802219961444,0.0329991950256008,-12.9291,1.0534513032963975,-0.006274105090682824
6339500,1.13635455167693,2.15978320328542,1.90062441347923,0.834636765828901,0.161668315048542,23.25,1.50485436893204,298.65,8.04986522911051,711.32,10.60067,3171.46,0.0002,1.28384548245303,1.087549549492,0.503237315214142,0.362499277076841,4.40230305245842,1.34585932764627,0.450697679698454,0.962660956200029,0.383504149927982,19.103651231668,25.2526467924899,17.7628520091762,0.0,-13.2317,0.4775183549549317,-0.07960466363389873
6353000,1.13522792607803,3.04309965776865,2.68060676438952,0.779534463291686,0.155792225582551,23.45,1.44307692307692,300.55,8.07930107526882,767.71,9.54494,4526.51,0.0001,1.24410580922567,1.05717454139872,0.491669093062351,0.350440526218619,1.82468030690537,1.47665685103616,0.446695753967421,1.00208862966776,0.379351544173623,19.4768973077201,22.3508309499787,15.8089216255689,0.0,-13.1298,0.44743398936594625,-0.0171722296021328
6354000,1.13818754277892,2.64071333333333,2.32010387926576,0.787551447045482,0.159263499974743,22.65,1.44267515923567,296.75,7.91333333333333,743.88,9.74186,10598.19,0.0001,1.26567181394699,1.07856894102211,0.495896607873975,0.35450786103811,2.1424122782628,1.48044956035571,0.445902303110184,1.0283252047721,0.379580133033715,20.0564631625136,22.3438821448497,15.4391770685686,0.0,-13.0703,0.4723967270661153,0.11998544861870658
6360500,1.1871923340178,2.2793320054757,1.9199349087454,0.723823144275992,0.152009123153346,23.15,1.43343653250774,293.6,7.56701030927835,802.48,10.51138,12654.96,0.0001,0.989619967595197,0.798461134012735,0.415567689301505,0.272846158485234,6.02659269179262,1.46803159878581,0.44119670151179,1.05552680191336,0.331216492188175,19.1351039217526,18.7256804028516,14.492412620214,0.0,-15.4093,0.48141668323003484,-0.059571891842576385
6441500,1.30950581793292,2.33509107460643,1.78318495620922,0.682999422778656,0.131508246967888,23.05,1.41411042944785,291.05,7.24004975124378,683.42,12.47192,8152.55,0.0005,1.06473918516747,0.869384474417984,0.439278271138618,0.289506469528045,11.9034783918085,1.50000001490116,0.459875610223052,0.511619909471156,0.348422884837884,9.00617430426051,15.6330823152028,24.2818512667867,0.0,-15.0168,0.5085307369280124,-0.03829446952320581
6447000,1.31316084873374,2.72546258726899,2.07549790255863,0.67908873512752,0.142712537945758,23.3,1.40361445783133,285.85,6.87966305655836,1057.12,14.40932,12849.71,0.0358,1.01893092133378,0.798918071812832,0.416559935253665,0.247807625153193,9.98814420517784,1.4892440614744,0.443929516779253,1.02549290021707,0.284984245950047,16.6906299257402,16.8688585709509,9.9577527832528,0.0142970757995729,-14.9252,0.5150667267522147,0.03874468496947625
