,basin_id,NSE_LSTM_135,NSE_CNN_LSTM_135,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,huc_02,gauge_name,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,std
10,2051500,0.7371509103039942,0.7828221534973363,1.09669811320755,1.50000001490116,0.451511688872732,0.730584077248267,0.671515641963934,27.7843375984398,22.0416443910621,37.9312209121119,0.0,0.0,0.0,3,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",36.71681,-77.83166,113.4,6.85615,1428.71,1432.41,Metamorphics,0.581439835258042,Acid plutonic rocks,0.346672892466263,0.0,0.0114,-14.0727,0.820122283424975,0.257069561634736,1.50590977013149,0.469506284543678,1.27092546742948,0.0513731032655081,2.77414757633743,13.9,1.87837837837838,90.9,15.15,0.0,164.35,0.9081,4.9075760119925,3.67203923667903,0.854645475160068,0.32552022781499,0.616568024302389,    Mixed Forests,0.223064565707884,2.07848407449621,3.19027378507871,2.9769690349076,0.120039306078787,0.0525514965704711,0.933139045567573,23.25,1.15960099750623,jja,260.85,4.61273209549072,son,1.259412280666356
11,2108000,0.7597908596625917,0.7937713850691185,29.437527593819,1.50000001490115,0.409908982925787,2.97238423822289,0.599144559153631,62.1613410504535,18.7036986740296,15.2189938778709,0.0,0.411204926884832,3.48781280630453,3,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",34.82889,-77.83222,31.61,3.14028,1569.48,1550.74,Unconsolidated sediments,0.931107645694035,Carbonate sedimentary rocks,0.0688923543059651,0.0688923543059651,0.209,-12.9173,1.12554230043144,0.295389376895624,1.77108552796026,0.500014585289365,1.95289241009009,0.0452064956679379,3.66016730442476,8.65,5.76666666666667,92.7,16.1217391304348,0.0,175.45,0.4232,2.63702849759526,1.98228425819537,0.718475186580843,0.315517396733031,0.644190679613565,    cropland/natural vegetation mosaic,0.178309709481884,1.56601938784585,3.81036824093087,3.20783753593429,0.275438917371904,0.0092819261110396,0.841870741382891,21.2,1.2887537993921,jja,261.05,4.77239488117002,son,1.5362413133352373
12,2196000,0.7884418375093529,0.7756179474201599,1.31293532338308,1.36878049909613,0.457560711936716,0.75691595421773,0.616410489434797,24.2930917361569,37.5082503325754,32.8072935175685,0.0,0.0,2.66236768692552,3,"STEVENS CREEK NEAR MODOC, SC",33.7293,-82.18179,142.19,7.2448,1408.38,1408.7,Metamorphics,0.820199337841139,Acid plutonic rocks,0.137584164723251,0.0,0.0141,-14.0784,0.573991447278042,0.172656693898559,1.10969796726699,0.323145980934591,3.36453258662083,0.0064274766174829,2.22355947848057,32.0,2.73504273504274,169.15,17.3487179487179,0.0,152.55,0.8727,4.76769504611559,3.23309839543129,0.83135035252581,0.223176768809838,0.590810227162036,    Mixed Forests,,,3.32446680355921,3.90583292265572,-0.0168230878908123,0.014697822503637,1.17487499603669,22.45,1.19733333333333,djf,261.5,4.84259259259259,son,1.314745719070461
13,2231000,0.8059578969107136,0.7929546807406969,48.9348252846486,1.50000001490116,0.442658190399664,6.20428566037158,0.711252875743009,72.562578177968,9.1845919141168,7.05876221806019,0.195359754420114,10.9428317672324,0.0,3,"ST. MARYS RIVER NR MACCLENNY, FLA.",30.35885,-82.0815,38.71,2.187,1748.37,1857.37,Unconsolidated sediments,0.939110290022701,Siliciclastic sedimentary rocks,0.0607075466921302,0.0,0.2217,-13.0101,0.760262706619987,0.204402910951383,1.41671135201513,0.435578260283727,2.58476000202095,0.0321849708858093,2.86586175539727,31.15,8.77464788732394,146.65,26.1875,0.0,191.9,0.9529,4.25283157719909,2.0681812525432,0.79254602167532,0.0918973629873362,0.523057750456032,    Woody Savannas,0.180595722376445,2.30180853567097,3.71943189596167,3.40487262149213,0.414359340302195,0.0002359180653982,0.915428139762131,20.9,1.24776119402985,jja,252.65,5.15612244897959,mam,1.410810534897844
14,2314500,0.611047289531908,0.6888437065655093,49.3554920799792,1.50000001490117,0.460463656953666,6.24414979869381,0.736503071284102,69.0605054656083,9.49681068031532,7.06089810650312,0.0,14.2131916491729,0.0,3,"SUWANNEE RIVER AT US 441, AT FARGO, GA",30.68056,-82.56056,42.05,1.56449,3322.15,2808.45,Unconsolidated sediments,0.999496118859787,Water bodies,0.0005038811402134,0.0,0.2543,-11.7986,0.597203341915931,0.163531121117379,1.94927947500035,0.585453008448747,2.39299619438797,0.0088373211765229,2.36398341471988,25.75,22.3913043478261,142.65,66.3488372093023,0.0,180.9,0.9741,4.75816059386786,2.42066748993061,0.82609323932724,0.0938290710834088,0.578845419834409,    Evergreen Broadleaf Forest,,,3.65192470910335,3.477918275154,0.269695205815501,0.0002496503583007,0.952352129956131,22.3,1.24929971988796,jja,259.35,5.28207739307536,mam,1.491081540645274
15,2315500,0.6846290512723527,0.7382658122983858,49.4829889892367,1.50000001490116,0.445258534567283,5.91993421545963,0.713497754587366,71.2098716747828,9.80137289508379,7.50969085956243,0.156882262177249,11.1609788314452,0.0,3,"SUWANNEE RIVER AT WHITE SPRINGS, FLA.",30.32578,-82.73818,39.99,2.02123,6136.26,5915.63,Unconsolidated sediments,0.866708418434288,Siliciclastic sedimentary rocks,0.132503555405379,0.0,0.2452,-12.269,0.592680942716558,0.161613286360068,1.75110883243718,0.571318502092433,3.04939096470288,0.0087715745424857,2.59877831217828,27.75,26.4285714285714,148.05,63.0,0.0,179.7,0.9266,4.82020764900772,2.40055537568881,0.827409550313062,0.0887262783100483,0.523680645707772,    Evergreen Broadleaf Forest,,,3.66727857631759,3.7085363449692,0.277035735591472,0.0002426326463345,1.01125024123284,21.05,1.26047904191617,jja,249.65,5.01809045226131,mam,1.5305683302256108
16,2350900,0.7651325701782601,0.7784501509305002,1.19663512092534,1.50000001490116,0.406461771336503,2.99152907080936,0.599086313820444,64.5419197352978,16.854671998034,18.6181152415492,0.0,0.0,0.0,3,"KINCHAFOONEE CREEK NEAR DAWSON, GA",31.76444,-84.25333,139.77,6.74759,1365.12,1365.59,Unconsolidated sediments,0.911789317394303,Siliciclastic sedimentary rocks,0.0767788755171916,0.0101653321950688,0.2325,-12.5837,0.950617190324144,0.261458767195446,1.66821126327669,0.62268334387136,1.91189886081762,0.134773852134077,2.81376260439494,3.15,3.0,43.35,11.7162162162162,0.0,162.3,0.3941,3.23322682360858,2.26498910054355,0.728975208853944,0.258408938930943,0.786239605875217,    Woody Savannas,0.167882772858914,1.71075025660348,3.63582067077344,3.15648425735797,-0.050833314877925,0.001767717746493,0.868162800968536,22.1,1.23809523809524,djf,269.05,5.29105211406096,son,1.3515997831063877
17,2361000,0.5202398437429353,0.6066410155492934,3.89028850060951,1.50000001490116,0.408211546340427,2.97038735009324,0.613367056800085,63.3599875242765,18.1909773064956,18.4250577705399,0.0,0.0,0.0,3,"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.",31.34295,-85.61049,117.14,8.27039,1781.61,1779.3,Unconsolidated sediments,0.724140833697359,Siliciclastic sedimentary rocks,0.219605919884016,0.0,0.1628,-14.2703,1.21411733550703,0.306746922229369,1.52178871389443,0.567095276929963,1.51880733454504,0.141718219083097,3.47154707211306,5.35,2.54761904761905,55.3,12.7126436781609,0.0,164.35,0.4408,2.9741130556848,2.13347315135066,0.718239356657395,0.272116451075977,0.847737575918424,    Woody Savannas,0.164080293756297,1.68285524014372,3.9580424366872,3.29058316221766,-0.0359430925396891,0.0015124422847458,0.831366316772442,21.4,1.22285714285714,djf,262.95,5.03735632183908,son,1.5215864310875047
18,2363000,0.735465674581471,0.7271595130514662,3.62846068660022,1.50000001490116,0.41541645386093,2.62415250186404,0.597949804828862,58.0460992903874,21.6130310794451,16.7061839545114,0.0,0.33628498940577,3.24893980508011,3,PEA RIVER NEAR ARITON AL,31.59489,-85.783,135.39,7.57689,1292.51,1292.62,Unconsolidated sediments,0.998605882041568,Siliciclastic sedimentary rocks,0.0013937437043539,0.0,0.2022,-13.169,1.08446180460346,0.273826540063956,1.97819053891129,0.494044552529935,1.73357041946639,0.0378577426178335,3.51698428919672,11.7,3.9,111.55,17.991935483871,0.0,163.0,0.635,3.79146086258454,2.76864162044451,0.774037908637042,0.283771536788565,0.87129164936872,    Woody Savannas,0.171583751556802,1.79009584544177,3.96039698836413,4.17131125256673,-0.0564163038164559,0.0026556564479946,1.05325583895308,22.85,1.1994750656168,mam,269.8,5.11469194312796,son,1.4403931593708574
19,2371500,0.8473528753715459,0.8611660808845023,5.05568181818182,1.50000001490116,0.42060074562203,2.11054998317178,0.555049985901238,50.0424856006001,21.5632807007169,16.6324188273072,0.0,0.240425046223305,11.4652696146526,3,CONECUH RIVER AT BRANTLEY AL,31.5735,-86.25162,125.86,7.42604,1292.79,1257.42,Unconsolidated sediments,0.980385220860512,Carbonate sedimentary rocks,0.0119474826491956,0.0119474826491956,0.2036,-13.1163,1.15341936193324,0.290535046494426,1.83466102584691,0.523492856197538,1.4869064949467,0.0643442233840447,4.04990111887811,10.1,3.96078431372549,102.15,20.0294117647059,0.0,164.7,0.6862,4.16548637373976,2.97215669849731,0.792318914072704,0.259565777126578,0.789594918264393,    Woody Savannas,0.177476136373957,1.82850800172896,3.96998357289528,3.14758301163587,-0.0453165947929238,0.0040171402581935,0.792845349065351,22.4,1.18832891246684,djf,264.55,4.99150943396226,son,1.1200161336274888
20,2372250,0.7391818056251328,0.7521614073404838,6.17239225484072,1.50000001490116,0.415416334593691,2.54780813067849,0.586147436332373,56.655488319526,23.1052979108792,15.3358264062371,0.0,0.0,4.87472335768018,3,PATSALIGA CREEK NEAR BRANTLEY AL,31.59627,-86.40552,122.94,7.29973,1145.22,1145.56,Unconsolidated sediments,0.984187427355848,Carbonate sedimentary rocks,0.0158125726441524,0.0158125726441524,0.2051,-12.9898,1.22251247702109,0.306923563577518,1.66806519334409,0.507875006784179,1.57345359036186,0.0704991119637366,4.14449324877724,9.2,3.53846153846154,91.85,14.9349593495935,0.0,159.7,0.7608,4.24444667347131,3.020283295074,0.799280964929441,0.257429146272682,0.884332139848143,    Woody Savannas,0.170410107413662,1.78096750210625,3.98311704312115,3.14445998631075,-0.0568992099341427,0.0034759991435446,0.789447046689535,22.65,1.21774193548387,djf,263.65,4.99337121212121,son,1.4027047619424564
21,2472000,0.745397435263209,0.7676085539620602,12.3199255121043,1.50000001490116,0.439656583117679,1.02322193302085,0.645530193149785,37.8146728327072,31.7559482299452,29.0543153151037,0.0,0.0,1.33983678566587,3,"LEAF RIVER NR COLLINS, MS",31.70694,-89.40694,123.24,6.76654,1927.13,1927.67,Unconsolidated sediments,0.903489166041712,Carbonate sedimentary rocks,0.0965108339582878,0.0965108339582878,0.2287,-12.0405,1.32619217549457,0.318918668155544,1.18552468653465,0.406862412379607,2.69142400089115,0.110450292643852,5.53521006812865,30.2,4.08108108108108,125.3,15.7610062893082,0.0,152.95,0.6696,4.80920360163545,3.29996244817296,0.829551427193048,0.214407129448968,0.670563065071829,    Mixed Forests,0.220350675856454,2.16939414555017,4.15840246406571,3.16766180698152,-0.163583171916359,0.0060147222598053,0.761749694589318,23.2,1.21148825065274,djf,259.85,4.86155285313377,son,1.6942711154957752
22,2479300,0.7886355351019475,0.7891307480245089,34.9230769230769,1.50000001490116,0.425102889962934,2.04044224405252,0.617727034253175,51.6195551821352,30.4556507615305,17.8306531849571,0.194983537655912,0.0,0.0,3,"RED CREEK AT VESTRY, MS",30.73611,-88.78111,65.19,5.84957,1144.2,1153.42,Unconsolidated sediments,1.0,,0.0,0.0,0.2367,-12.4162,1.77199543549206,0.383667707301466,1.25656181690328,0.507678141803276,1.63731976715768,0.307906728333357,6.60716521215329,12.55,3.21794871794872,34.0,10.625,0.0,162.4,0.8895,4.63624885415172,2.77027365763764,0.812993083166148,0.148993865172104,0.63762627814095,    Woody Savannas,0.176696023520461,2.14467294266341,4.61856810403833,3.21301212867899,0.0100866497787576,0.0007412865485982,0.695672783490976,20.5,1.19883040935673,djf,247.9,4.7444976076555,mam,1.5142639992256628
23,2479560,0.7450161016867374,0.7518501578833403,30.4417571569595,1.50000001490116,0.421029230296843,2.2988267218082,0.626086380931309,54.7379291822674,28.261555104663,16.872730444158,0.0,0.0,0.0,3,ESCATAWPA RIVER NEAR AGRICOLA MS,30.80908,-88.45863,64.68,6.14661,1454.33,1455.83,Unconsolidated sediments,1.0,,0.0,0.0,0.2379,-12.3745,1.76843502282577,0.380309390781085,1.59410803851165,0.494979430672243,1.7921706764794,0.196825575233413,6.38926098065386,11.8,3.6875,73.55,11.1439393939394,0.0,159.1,0.8849,4.44717266096067,2.67080037381341,0.803758744759213,0.156628670484991,0.791411100466532,    Woody Savannas,0.174224699283905,1.90059184976252,4.64999041752225,3.18509713894593,-0.0243605221446677,0.0008881841770739,0.684968538202518,20.1,1.29260450160772,djf,247.05,4.88241106719368,son,1.6347994251749247
24,3069500,0.771781483766752,0.7634576047538202,1.07180756986204,0.979106582033581,0.454406492583119,1.10558296442675,0.40702362735253,27.9227546050133,47.4342533526252,17.6530846074369,0.0,0.0,6.98066486314303,5,"CHEAT RIVER NEAR PARSONS, WV",39.12288,-79.68117,961.46,63.79304,1856.85,1853.2,Siliciclastic sedimentary rocks,0.859052474111147,Carbonate sedimentary rocks,0.138111208510196,0.138111208510196,0.168,-14.8012,2.44818565337301,0.601000307419244,1.79723602182952,0.474430152851135,1.57728921591444,0.134394649888778,8.24550704905856,6.45,1.53571428571429,80.2,10.5526315789474,0.0,165.75,0.9408,4.72559086443894,4.12217042958076,0.875594118763101,0.491650008280562,0.963433053213144,    Deciduous Broadleaf Forest,0.191284735022075,2.00293601290595,4.07351813826146,2.44632761122519,0.0685163705935231,0.194644630432116,0.600544180286688,13.15,1.16371681415929,jja,190.2,2.83457526080477,son,1.3673116782448185
25,3164000,0.7234338172577792,0.7296889540896327,1.04469016355678,1.4072564252889,0.438833682541966,1.39994141784153,0.610181699211463,40.9869138355833,37.4551822341376,21.5267562473108,0.0,0.0,0.0,5,"NEW RIVER NEAR GALAX, VA",36.64735,-80.97897,766.6,45.80251,2952.74,2963.7,Metamorphics,0.720980819190773,Acid plutonic rocks,0.200737153278384,0.0,0.0225,-14.0123,1.54547920114787,0.413173323812616,1.38094138228593,0.690426959144395,2.05607230148698,0.445940705451332,3.73688699662859,1.65,1.375,2.75,6.875,0.0,174.5,0.9348,4.62254323382363,3.80942308653144,0.85271196998103,0.411461621039568,0.68422333225507,    Deciduous Broadleaf Forest,0.187274020288859,1.84766321283734,3.7405106091718,2.66829385352498,0.101946051614827,0.0839958967122095,0.7133501632056,19.7,1.17261904761905,mam,235.4,3.96630160067397,son,1.5830077307211943
26,3182500,0.7791582773912072,0.7922437059819132,1.12125603864734,0.920461239121242,0.453842922585503,1.16919141226696,0.385822585378701,30.0353725331491,48.0109382584522,16.8959884739487,0.0,0.0,4.36664949697383,5,"GREENBRIER RIVER AT BUCKEYE, WV",38.18595,-80.13062,934.51,59.7077,1364.97,1364.86,Siliciclastic sedimentary rocks,0.866232227997447,Carbonate sedimentary rocks,0.0968108325597525,0.0968108325597525,0.1711,-14.9304,1.67221822837143,0.47073825513177,1.90987945568342,0.451749431596677,1.35859551878387,0.0684697728447988,6.00454814214853,12.6,1.8,110.85,14.5855263157895,0.0,161.8,0.9922,4.78690396980826,4.16475595984205,0.874162207075278,0.484089689897908,0.996738322519331,    Deciduous Broadleaf Forest,0.190195700648818,2.00130467099206,3.55233127994524,2.51935242984257,0.0375230123779968,0.170253081143655,0.709211002944919,17.7,1.16447368421053,mam,212.8,3.21936459909228,son,1.3655457881910575
27,3213700,0.8114349896437817,0.8303330278605555,1.02360455429047,1.03198953341934,0.440136454778298,1.56730563979319,0.428669273106907,39.5370216642964,37.8626652671897,17.4316345004202,0.0,0.0,3.77582365710623,5,"TUG FORK AT WILLIAMSON, WV",37.67316,-82.28014,611.92,37.9826,2425.06,2431.37,Siliciclastic sedimentary rocks,0.984140621186275,Mixed sedimentary rocks,0.0105901124401872,0.005269266373538,0.1735,-15.4761,1.13243601644564,0.325842167274846,1.84926478870791,0.560447907314011,1.87542393882473,0.12005578827753,3.56938973887312,7.25,1.90789473684211,75.35,13.8256880733945,0.0,176.4,0.9792,5.00692875116005,4.52457059679937,0.880496660789016,0.55014111454159,0.998970411557857,    Deciduous Broadleaf Forest,0.189989704115561,1.99948520577878,3.47541273100616,2.61238295687885,0.104807159892182,0.0730954797740182,0.751675602029157,18.1,1.15286624203822,jja,222.3,3.38613861386139,son,1.3604504239759365
